WORD,DEFINITION
SMAF,smooth muscle activating factor; specific macrophage arming factor
SMAG,Special Medical Advisory Group
SMAL,serum methyl alcohol level
sm,an small animal
SMAO,superior mesenteric artery occlusion
SMART,simultaneous multiple angle reconstruction technique
SMAS,submuscular aponeurotic system; superficial musculo-aponeurotic system; superior mesenteric artery syndrome
SMAST,Short Michigan Alcoholism Screening Test
SMB,selected mucosal biopsy; standard mineral base
sMb,suckling mouse brain
SMBFT,small bowel follow-through
SMC,Scientific Manpower Commission; smooth muscle cell; somatomedin C; succinylmonocholine
"SM-C,",Sm-C somatomedin C
SMCA,smooth muscle contracting agent; suckling mouse cataract agent
SMCD,senile macular choroidal degeneration; systemic mast cell disease; systemic meningococcal disease
SM-C/IGF,somatomedin C/insulin-like growth factor
SMCR,Smith-Magenis chromosome region
SMD,senile macular degeneration; spondylometaphyseal dysplasia; submanubrial dullness
SMDA,Safe Medical Devices Act [of 1990]; starch methylenedianiline
SMDC,sodium-N-methyl dithiocarbamate; standards for medical device communication
SMDM,Society for Medical Decision Making
SMDS,secondary myelodysplastic syndrome
SME,severe myoclonic epilepsy
SMED,spondylometaphyseal dysplasia
SMEDI,"stillbirth-mummification, embryonic death, infertility [syndrome]"
SMEI,severe myoclonic epilepsy of infancy
SMEM,supplemented Eagle minimum essential medium
SMF,"streptozocin, mitomycin C, and 5-fluorouracil"
smf,sodium motive force
SMFP,state medical facilities plan
SMG,specialty medical group; submandibular gland
SMH,state mental hospital; strongyloidiasis with massive hyperinfection
SMHA,state mental health agency
SMHC,smooth muscle heavy chain myosin
SMI,Self-Motivation Inventory; senior medical investigator; severe mental impairment; silent myocardial infarction; small volume infusion; stress myocardial image; Style of Mind Inventory; supplementary medical insurance; sustained maximum inspiration
SmIg,surface membrane immunoglobulin
SML,smouldering leukemia
SMM,smoldering multiple myeloma
SMMD,specimen mass measurement device
SMMSE,Standardized Mini-Mental State Examination
SMN,second malignant neoplasm; stathmin
SMNB,submaximal neuromuscular block
SMO,Senior Medical Officer
SMOH,Senior Medical Officer of Health; Society of Medical Officers of Health
SMON,subacute myeloopticoneuropathy
SMP,slow moving protease; standard medical practice; submitochondrial particle; sulfamethoxypyrazine; sympathetically maintained pain
SMPR,small mannose 6-phosphate receptor
SMR,senior medical resident; sensorimotor rhythm; severe mental retardation; sexual maturity rating; skeletal muscle relaxant; somnolent metabolic rate; standardized mortality ratio; stroke with minimum residuum; submucosal resection
SMRR,submucosal resection and rhinoplasty
SMRV,squirrel monkey retrovirus
SMS,senior medical student; serial motor seizures; Shared Medical Systems; Smith-Magenis syndrome; somatostatin; stiff-man syndrome; supplemental minimum sodium
SMSA,standard metropolitan statistical area
SMSV,San Miguel sea lion virus
SMT,spontaneous mammary tumor; stereotactic mesencephalic tractomy
S-MUAP,surface-detected motor unit action potential
SMuLV,Scripps murine leukemia virus
SMV,superior mesenteric vein
"SMX, SMZ",sulfamethoxazole
SN,sclerema neonatorum; scrub nurse; sensorineural; sensory neuron; serum neutralization; sinus node; spontaneous nystagmus; staff nurse; student nurse; subnormal; substantia nigra; supernatant; suprasternal notch
S/N,signal/noise [ratio]
Sn,subnasale
SNA,specimen not available; Student Nurses Association
SNa,serum sodium concentration
SNagg,serum normal agglutinator
SNAP,sensory nerve action potential; S-nitroso-N-acetylpenicillamine
SNB,scalene node biopsy
SNC,spontaneous neonatal chylothorax
SNCL,sinus node cycle length
SNCS,sensory nerve conduction studies
SNCV,sensory nerve conduction velocity
SND,sinus node dysfunction; striatonigral degeneration
SNDA,Student National Dental Association
SNDO,Standard Nomenclature of Diseases and Operations
SNE,sinus node electrogram; subacute necrotizing encephalomyelography
SNES,suprascapular nerve entrapment syndrome
SNF,sinus node formation; skilled nursing facility
SNGBF,single nephron glomerular blood flow
SNGFR,single nephron glomerular filtration rate
SNHL,sensorineural hearing loss
SNIPA,seronegative inflammatory polyarthritis
SNIVT,Society of Non-Invasive Vascular Technology
SNM,Society of Nuclear Medicine; sulfanilamide
SNMA,Student National Medical Association
SNMT,Society of Nuclear Medical Technologists
SNOBOL,String-Oriented Symbolic Language
SNODO,Standard Nomenclature of Diseases and Operations
SNOMED,Systematized Nomenclature of Medicine
SNOP,Systematized Nomenclature of Pathology
SNP,school nurse practitioner; sinus node potential; sodium nitroprusside
SNR,selective nerve root [block]; signal-to-noise ratio; substantia nigra zona reticulata; supernumerary rib
SNRB,selective nerve root block
snRNA,small nuclear ribonucleic acid
snRNP,small nuclear ribonucleoprotein particle
snRP,small nuclear ribonucleoprotein polypeptide
snRPB,small nuclear ribonucleoprotein polypeptide B
snRPN,small nuclear ribonucleoprotein polypeptide N
SNRT,sinus node recovery time
SNRTd,"sinus node recovery time, direct measuring"
SNRTi,"sinus node recovery time, indirect measuring"
SNS,Senior Nursing Sister; Society of Neurological Surgeons; sympathetic nervous system
SNSA,seronegative spondyloarthropathy
S-NSE,serum neuron-specific enolase
SNST,sciatic nerve stretch test
SNT,"sinuses, nose, and throat"
SNU,skilled nursing unit
SNV,spleen necrosis virus
SNW,slow negative wave
SO,salpingo-oophorectomy; Schlatter-Osgood [test]; second opinion; sex offender; spheno-occipital [synchondrosis]; sphincter of Oddi; standing orders; superior oblique [muscle]; supraoptic; supraorbital
S&O,salpingo-oophorectomy
SO2,oxygen saturation
SOA,stimulus onset asynchrony; swelling of ankles
SoA,symptoms of asthma
SOAA,signed out against advice
SOAMA,signed out against medical advice
SOA-MCA,superficial occipital artery to middle cerebral artery
SOAP,"subjective, objective, assessment, and plan [problem-oriented record]"
SOAPIE,"subjective, objective, assessment, plan, implementation, and evaluation [problem-oriented record]"
SOB,see order blank; shortness of breath
SOBOE,shortness of breath on exertion
SOC,sequential oral contraceptive; Standard Occupational Classification; standards of care; synovial osteochondromatosis; syphilitic osteochondritis
SoC,state of consciousness
SocSec,Social Security
SocServ,social services
S-OCT,serum ornithine carbamyl transferase
SOD,septo-optic dysplasia; superoxide dismutase
sod,sodium
sod,bicarb sodium bicarbonate
SODAS,spheroidal oral drug absorption system
SODF,sperm outer defense fiber
SODH,sorbitol dehydrogenase
SOF,superior orbital fissure
SOH,sympathetic orthostatic hypotension
SOHN,supraoptic hypothalamic nucleus
SOI,severity of illness
SOL,solution; space-occupying lesion
sol,"soluble, solution"
SOLEC,stand on one leg eyes closed
"Soln, sol\u0027n",solution
SOLVD,studies of left ventricular dysfunction
SOM,secretory otitis media; sensitivity of method; serous otitis media; somatotropin; state operations manual; superior oblique muscle; suppurative otitis media
SOMA,Student Osteopathic Medical Association
somat,somatic
SOMI,sternal occipital mandibular immobilization
SON,superior olivary nucleus; supraoptic nucleus
SONH,spontaneous osteonecrosis of the hip
SONK,spontaneous osteonecrosis of the knee
SOO,structured office oral [examination]
SOP,service-object pair; standard operating procedure
SoP,standard of performance
SOPA,Survey of Pain Attitudes; syndrome of primary aldosteronism
SOPCA,sporadic olivopontocerebellar ataxia
SOPI,service object pair instance
SOQ,Suicide Opinion Questionnaire
SOR,stimulus-organism response; superoxide release
SOr,supraorbitale
sOR,stratified odds ratio
"Sorb, sorb",sorbitol
SORD,sorbitol dehydrogenase
SOREM,sleep onset rapid eye movement
SOS,self-obtained smear; supplemental oxygen system
SOSA,Student Osteopathic Surgical Association
SOSF,single organ system failure
SOT,sensory organization test; systemic oxygen transport
SOWS,subjective opiate withdrawal scale
SP,sacroposterior; sacrum to pubis; salivary progesterone; schizotypal personality; semi-private [room]; senile plaque; sepiaopterin; septum pellucidum; seropositive; serum protein; shunt pressure; shunt procedure; silent period; skin potential; sleep deprivation; soft palate; solid phase; speech pathology; spleen; spontaneous proliferation; standard practice; standard procedure; standardized patient; standardized-patient [assessment]; staphylococcal protease; status post; stool preservative; storage phosphor [radiography]; subliminal perception; substance P; suprapatellar; suprapubic; surface polypeptide; surfactant protein; symphysis pubis; systolic pressure
Sp,the most posterior point on the posterior contour of the sella turcica; species; specific; specimen; sphenoid; spine; Spirillum; summation potential
"S/P,","s/p status, post[operative]"
S7P,sedoheptulose-7-phosphate
sP,senile parkinsonism
sp,"space; species; specific; spine, spinal; spirit"
SPA,"salt-poor albumin; sheep pulmonary adenomatosis; sperm penetration assay; spinal progressive amyotrophy; spondyloarthropathy; spontaneous platelet aggregation; staphylococcal protein A; student progress assessment; suprapubic aspiration; surface polypeptide, anonymous"
SP-A,surfactant protein A
SPACE,single potential analysis of cavernous electrical activity
sp,act specific activity
SPAD,stenosing peripheral arterial disease
SPAF,spontaneous paroxysmal atrial fibrillation
SPAG,small particle aerosol generator
SPAI,steroid protein activity index
SPAM,scanning photoacoustic microscopy
SPAMM,spatial modulation of magnetization
sp,an spinal anesthesia
SPAR,sensitivity prediction by acoustic reflex
SPARC,cysteine-rich acidic secreted protein
SPAT,slow paroxysmal atrial tachycardia
SPB,sinking pre-beta-lipoprotein
SP-B,surfactant protein B
SPBI,serum protein-bound iodine
SPC,"salicylamide, phenacetin, and caffeine; seropositive carrier; single palmar crease; single photoelectron count; spleen cell; statistical process control; synthetizing protein complex"
SPCA,serum prothrombin conversion accelerator; Society for Prevention of Cruelty to Animals
SPCC,"Spill Prevention, Control, and Countermeasure [plan]"
SPCD,syndrome of primary ciliary dyskinesia
Sp,"Cd, sp cd spinal cord"
SPD,schizotypal personality disorder; sociopathic personality disorder; specific paroxysmal discharge; spermidine; standard peak dilution; storage pool deficiency
SPDC,strio-pallido-dentate calcinosis
SPE,septic pulmonary edema; serum protein electrolytes; serum protein electrophoresis; streptococcal pyrogenic exotoxin; sucrose polyester; sustained physical exercise
SPEAR,selective parenteral and enteral anti-sepsis regimen
SPEC,specificity
SPE-C,streptococcal pyrogenic exotoxin type C
Spec,"specialist, specialty"
spec,special; specific; specimen
spec,gr specific gravity
Special K,Ketamine hydrochloride
SPECT,single photon emission computed tomography
sPEEP,spontaneous peak end-expiratory pressure
SPEG,serum protein electrophoretogram
SPEL,syndactyly-polydactyly-earlobe [syndrome]
SPEM,smooth pursuit eye movement
SPEP,serum protein electrophoresis
SPERM,spastic paraplegia-epilepsy-mental retardation [syndrome]
SPF,skin protection factor; specific-pathogen free; spectrophotofluorometer; S-phase fraction; split products of fibrin; standard perfusion fluid; Stuart-Prower factor; sun protection factor; systemic pulmonary fistula
Sp,"Fl, sp fl spinal fluid"
SPG,"serine phosphoglyceride; spastic paraplegia; splenoportography; sucrose, phosphate, and glutamate; symmetrical peripheral gangrene"
SpG,specific gravity
spg,sponge
SPGA,Bovarnik solution; sucrose
"SpGr, sp",gr specific gravity
SPGX,"spastic paraplegia, X-linked"
SPH,secondary pulmonary hemosiderosis; severely and profoundly handicapped; spherocyte; spherocytosis; sphingomyelin
Sph,sphenoidale; sphingomyelin
sph,spherical; spherical lens; spheroid
sp,ht specific heat
SPI,Self-Perception Inventory; serum precipitable iodine; serum protein index; Shipley Personal Inventory; standardized-patient instructor
SPIA,solid-phase immunoabsorption; solid-phase immunoassay
SPICU,surgical pulmonary intensive care unit
SPID,summed pain intensity difference
SPIF,solid-phase immunoassay fluorescence
SPIH,superimposed pregnancy-induced hypertension
spin,"spine, spinal"
spir,spiral; spirit
SPJ,saphenopopliteal junction
SPK,serum pyruvate kinase; superficial punctate keratitis
SPL,skin potential level; sound pressure level; splanchnic; spontaneous lesion; staphylococcal phage lysate; superior parietal lobule; surfactant proteolipid
SPLATT,split anterior tibial tendon
sPLM,sleep-related periodic leg movements
SPLV,serum parvovirus-like virus
SPM,shocks per minute; spermine; subhuman primate model; suspended particulate matter; synaptic plasma membrane
SpM,spiriformis medialis [nucleus]
spm,spermatogonial metaphase
SPMA,spinal progressive muscular atrophy
SPMR,standard proportionate mortality ratio (or rate)
SPMSQ,Short Portable Mental Status Questionnaire
SPN,senior plan network; sialophorin; solitary pulmonary nodule; supplemental parental nutrition; sympathetic preganglionic neuron
SpnCbT,spinocerebellar tract
SpO2,pulse oximetry
SPOCS,surgical planning and orientation computer system
SPOD,spouse\u0027s perception of disease
"spon, spont",spontaneous
